ID	Etudes	Derniere_Annee_Etude	Sexe	Annee_Naissance	Taille_en_cm	Pointure	Longueur_cheveux_en_cm	Couleur_yeux	Couleur_cheveux	Longueur_Index	Longueur_Majeur	Longueur_Annulaire	Ecartement_Orbital	Type_Pied	Nb_Heures_JeuxVideos_Mensuelles	Animal_compagnie_prefere	Nb_Animaux_compagnie	Note_Maths_S5	Niveau_Pilosite	Nb_Heures_Sport_Mensuelles	Système_Exploitation_Mobile	Taille_Fratrie	Nb_RepasPizza_Mensuel	Chocolatine_ou_pain_au_chocolat	Lateralisation	Region_CodeINSEE
312	TIS	2020	F	1996	162	37	60	Marron	Chatain	8	9.5	7.00	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313	TIS	2020	H	1995	181	45	4	Bleu	Chatain	7.5	8.5	6.50	6	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
314	TIS	2020	F	1996	165	39	54	Noir	Noir	9.1	10.4	9.70	6.8	Grec	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
315	TIS	2020	F	1997	168	38	38	Marron	Chatain	8	9	8.00	4	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	TIS	2020	F	1995	160	37	15	Marron	Noir	7.5	8.5	7.50	5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317	TIS	2020	F	1997	161	37	60	Marron	Chatain	8	8.5	8.00	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
318	TIS	2020	F	1997	157	39	48	Bleu	Chatain	8.2	9.3	8.90	6.2	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	TIS	2020	F	1997	169	41	44	Bleu	Chatain	8.5	9.2	6.50	6.4	Grec	5	Chien	0	6	Faible	5	IOS	2	1	C	NA	NA
320	TIS	2020	F	1998	160	39	32	Marron	Chatain	8.5	9.5	8.90	6	Egyptien	0	Chien	0	12	Faible	8	Android	2	1	PC	D	NA
321	TIS	2020	H	1997	182	43	4	Bleu	Chatain	8.5	9.4	8.40	6.5	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	TIS	2020	F	1996	168	38	38	Marron	Chatain	9	10	9.50	6	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
323	TIS	2020	F	1996	155	36	40	Noir	Noir	6.5	7	6.60	5.8	Egyptien	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	CM1	NA	F	2008	147	36	53	Vert	Blond	8	9.1	7.10	5.8	Egyptien	NA	Chat	3	NA	Faible	NA	NA	NA	NA	PC	D	NA
326	TIS	2021	F	1997	162	38	39	Marron	Noir	10	11	9.00	6	Egyptien	4	Autre	4	9.25	Faible	4	Android	5	1	PC	D	NA
325	TIS	2020	F	1998	167	38	25	Bleu	Chatain	6.5	9.1	8.00	6.1	Egyptien	0	NA	3	16	NA	NA	Android	4	NA	PC	NA	NA
327	TIS	2021	F	1996	160	39	40	Marron	Chatain	7	7.5	6.50	6	Egyptien	28	Chien	0	4.5	Moyenne	31	Android	3	1	C	G	NA
328	TIS	2020	H	1995	170	42	10	Bleu	Blond	10	12	10.00	6	Egyptien	20	Aucun	0	7	Moyenne	10	Android	3	5	PC	D	NA
329	TIS	2022	F	1998	160	39	25	Vert	Chatain	7.7	9.5	9.00	5.8	Grec	4	Chien	0	14.5	Faible	6	Android	2	1	PC	D	NA
330	TIS	2021	H	1996	176	43	5	Marron	Chatain	7.5	9	8/	6	Egyptien	0	Aucun	0	11.25	Moyenne	0	Android	5	1	PC	NA	NA
331	TIS	2021	F	1997	163	38	42	Marron	Chatain	8.5	9.7	8.70	6	Grec	10	Chien	0	7.75	Faible	1	Android	6	3	C	D	NA
332	TIS	2021	F	1997	167	38	45	Marron	Chatain	7.5	8.5	6.00	7	Carre	40	Autre	1	12.5	Faible	2	Android	4	0	PC	D	NA
333	TIS	2020	F	1996	164	38	30	Marron	Noir	8	8.5	7.50	6.3	Egyptien	0	Chien	0	7.5	Faible	0	IOS	1	2	C	D	NA
334	TIS	2021	F	1998	172	38	40	Marron	Blond	8.5	10	8.50	6	Egyptien	6	Aucun	0	18	Faible	10	Android	3	3	PC	D	NA
335	TIS	2020	H	1998	180	41	7	Marron	Chatain	8.5	10	9.00	8	Grec	140	Chat	6	10	Forte	10	Android	3	2	C	D	NA
336	TIS	2020	F	1997	159.5	39	52	Marron	Noir	7.6	8.5	8.00	7	Egyptien	3	Autre	2	13	Faible	12	Android	4	3	PC	G	NA
337	TIS	2020	H	1997	181	44	6	Marron	Blond	10	11.2	10.30	6.7	Carre	50	Autre	5	8	Forte	10	Android	8	10	PC	D	NA
338	TIS	2020	H	1996	188	45	2.7	Marron	Noir	10	11	9.70	6.6	Egyptien	2	Chat	0	5.5	Faible	24	Android	2	1	PC	NA	NA
339	TIS	2022	F	1996	168	40	47	Bleu	Chatain	8	8.5	7.00	7	Egyptien	0	Autre	1	NA	Faible	0	Android	4	0	PC	G	NA
340	TIS	2022	H	1998	175	41	3	Vert	Chatain	8.5	10	9.50	8	Grec	80	Chien	2	7.5	Forte	10	Android	2	3	PC	NA	NA
341	TIS	2020	F	1997	167	39	35	Marron	Chatain	7.5	8	6.50	6	Egyptien	0	Chien	1	7.5	Faible	8	Android	2	1	PC	D	NA
342	TIS	2020	F	1995	162	37	35	Vert	Chatain	8.5	9.2	9.00	5.8	Egyptien	0	Chien	1	2.5	Faible	3	IOS	3	3	PC	NA	NA
343	TIS	2021	H	1998	186	45	3	Noir	Noir	9	9.5	9.00	7	Egyptien	15	Chien	0	15	Forte	3	Android	3	4	C	D	NA
344	TIS	2020	F	1997	157	39	33	Bleu	Chatain	6.5	7.2	6.50	6	Egyptien	0	Chien	1	7.5	Moyenne	8	Android	5	4	PC	NA	NA
345	TIS	2020	H	1997	182	43	15	Bleu	Chatain	7.8	8.5	7.50	6.3	Grec	100	Autre	0	9	Moyenne	0	Android	2	1	PC	D	NA
346	TIS	2021	F	1996	172	36	32	Marron	Chatain	7.5	8.2	7.70	6	Egyptien	0	Chat	1	8.75	Faible	12	IOS	1	2	PC	D	NA
348	TIS	2020	F	1996	162	37	30	Bleu	Blond	7.5	8.5	7.40	6	Grec	20	Chat	1	5.5	Faible	6	IOS	3	2	PC	D	NA
349	TIS	2021	F	1995	169	39	32	Vert	Chatain	7.5	8.5	7.40	6	Grec	0	Aucun	0	8.5	Moyenne	12	Android	2	1	PC	D	NA
350	TIS	2020	H	1995	176	42	5	Marron	Chatain	10	10.5	10.00	6.5	Egyptien	0	Chien	0	NA	Forte	20	Android	2	2	PC	D	NA
351	TIS	2020	F	1996	162	37	50	Marron	Blond	8	8	8.00	6	Egyptien	10	Chat	0	8	Faible	10	Android	4	1	PC	G	NA
352	TIS	2021	H	1999	175	40	8	Vert	Chatain	7.5	8.5	5.00	6.2	Egyptien	150	Chien	3	11.25	Moyenne	20	Android	3	2	PC	D	NA
353	TIS	2021	F	1998	169	38	32	Marron	Chatain	7.1	8.2	7.20	NA	Egyptien	0	Chat	1	11.75	Moyenne	26	IOS	5	0	PC	D	NA
354	TIS	2021	F	1997	164	37	25	Marron	Chatain	7.5	8.5	7.50	5.8	Egyptien	0	Chat	0	10.5	Moyenne	2	Android	2	1	PC	D	NA
355	TIS	2021	H	1996	177	43	4	Marron	Chatain	8	9	8.00	6	Grec	120	Chat	2	6	Moyenne	0	Android	3	14	PC	D	NA
356	TIS	2021	F	1997	157	37	35	Vert	Chatain	7.1	8	7.50	6.5	Egyptien	0	Chat	1	11.75	Moyenne	8	Android	2	1	C	D	NA
357	TIS	2022	F	1998	152	40	20	Noir	Noir	7.5	8.5	7.50	7	Grec	0	Chat	0	5	Faible	20	Android	4	2	PC	D	NA
358	TIS	2021	H	1998	174	41	3	Marron	Noir	9.5	10.3	9.80	6.5	Grec	36	Chat	0	13.5	Faible	20	IOS	7	4	PC	G	NA
359	TIS	2021	F	1996	163	37	40	Bleu	Chatain	6.5	7.3	6.30	6	Egyptien	0	Autre	3	5	Faible	8	IOS	4	2	PC	NA	NA
360	TIS	2021	H	1997	176	42	8	Bleu	Chatain	8.5	9.5	8.40	NA	Egyptien	40	Chat	6	9	Forte	4	Android	3	5	PC	D	NA
361	TIS	2021	F	1998	160	37	28	Vert	Blond	9	10	9.00	6	Egyptien	5	Chat	0	14.75	Faible	1	IOS	4	0	PC	D	NA
362	TIS	2021	F	1998	173	38	25	Marron	Chatain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
363	TIS	2020	F	1995	158	38	30	Marron	Chatain	7.5	8	7.30	6	Egyptien	40	Chat	0	5	Moyenne	0	Android	3	1	PC	D	NA
364	PRI	2021	F	1996	167	39	20	Noir	Noir	9	10	9.00	7	Grec	0	Chien	0	9	Faible	6	IOS	4	17	C	D	NA
365	PRI	2021	H	1997	185	45	3	Bleu	Chatain	10	11.5	10.50	8	Egyptien	30	Aucun	0	15.5	Moyenne	40	IOS	3	3	PC	G	NA
366	PRI	2021	F	1998	162	36	45	Vert	Chatain	9	11	10.00	7	Egyptien	0	Chien	1	10	Moyenne	8	IOS	4	4	PC	G	NA
367	PRI	2021	H	1996	184	42	1	Marron	Noir	10	12	10.00	6	Egyptien	20	Aucun	0	1.5	Forte	10	Android	4	10	PC	D	NA
368	PRI	2021	H	1999	184	45	6	Marron	Roux	10	12	11.00	6.5	Grec	140	Chien	1	12.75	Moyenne	4	Android	3	1	PC	D	NA
369	PRI	2021	H	1998	184	45	6	Marron	Chatain	8	8	8.00	7	NA	40	Chat	1	20	Forte	8	Android	3	10	PC	D	NA
370	PRI	2021	F	1997	165	37	55	Marron	Chatain	8	9	8.50	6	Grec	80	Chat	0	14	Moyenne	12	Android	3	1	PC	D	NA
371	PRI	2021	F	1998	170	39	45	Marron	Noir	8.5	9.5	8.00	7	Egyptien	10	Chien	2	12.25	Moyenne	12	Android	2	5	PC	NA	NA
372	PRI	2021	H	1998	183	43	3	Marron	Chatain	9	10	8.50	7	Egyptien	0	Chien	1	16	Moyenne	8	IOS	2	1	PC	D	NA
373	PRI	2021	H	1997	184	45	4	Marron	Chatain	10	11	10.00	8	Egyptien	30	Chat	5	8.75	Moyenne	6	Android	4	3	PC	D	NA
374	PRI	2021	F	1998	165	39	45	Bleu	Blond	9	9.5	9.00	6	Egyptien	0	Chat	1	5	Faible	8	Android	2	1	PC	D	NA
375	PRI	2021	F	1998	148	36	45	Marron	Chatain	7.5	8	7.50	6	Grec	0	Chat	1	13	Faible	5	Android	2	1	PC	NA	NA
376	PRI	2021	F	1998	162	39	40	Marron	Chatain	7.5	8.5	7.50	7	Egyptien	0	Chien	0	13.5	Moyenne	8	Android	2	2	PC	D	NA
377	PRI	2021	F	1997	161	39	2	Bleu	Chatain	7.5	8.5	7.50	6	Egyptien	20	Autre	2	15	Moyenne	20	Android	3	10	PC	D	NA
378	PRI	2021	H	1997	176	45	2	Marron	Noir	8	9	8.00	6.5	Egyptien	180	Chien	0	15.5	Forte	10	Android	3	4	PC	D	NA
379	PRI	2021	F	1998	148	36	40	Marron	Blond	6	7	5.50	6	Grec	0	Chien	2	7.25	Faible	8	IOS	2	0	PC	D	NA
380	PRI	2021	H	1998	181	44	2	Marron	Noir	8	8.5	8.50	7	Egyptien	20	Autre	1	12	NA	24	Android	2	2	NA	NA	NA
381	PRI	2021	F	1997	158	35	30	Marron	Noir	6.5	7	6.00	5.5	Egyptien	0	Chien	1	15	Moyenne	10	IOS	3	2	PC	NA	NA
382	PRI	2021	H	1998	170	41	5	Marron	Noir	8.5	9	8.00	7	Egyptien	80	Chien	1	19.75	Moyenne	12	Android	1	2	C	G	NA
383	PRI	2021	F	1999	163	38	8	Noir	Noir	7	8	7.00	6	Egyptien	0	Chien	0	14	Moyenne	10	IOS	3	5	PC	D	NA
384	PRI	2021	H	1998	182	43	3	Bleu	Chatain	8	9	7.00	6	Egyptien	30	Chien	0	9	Moyenne	10	Android	3	1	PC	NA	NA
385	PRI	2021	F	1998	168	40	20	Marron	Blond	6	7	5.50	6	Egyptien	0	Chat	0	5.5	Moyenne	3	Android	3	4	PC	D	NA
386	PRI	2021	F	1999	171	39	45	Bleu	Blond	7	8	7.50	NA	Egyptien	0	Chat	1	11.75	Faible	0	IOS	3	3	PC	D	NA
387	PRI	2021	H	NA	185	44	15	Bleu	Chatain	7	8	5.00	6	Grec	80	Chat	1	5.5	Faible	24	Android	1	0	PC	D	NA
388	PRI	2021	H	NA	180	45	2.5	Bleu	Chatain	8	10	10.00	7	Egyptien	30	Chien	1	2.5	Faible	30	Android	4	1	PC	D	NA
399	TIS	2022	H	1998	180	45	7	Marron	Chatain	8	9	8.00	NA	Egyptien	20	Chat	1	15	Moyenne	20	Android	3	3	C	D	52
400	TIS	2022	F	1998	157	37	30	Marron	Roux	7	8	7.00	5	Egyptien	50	Chat	0	12	Moyenne	15	Android	7	3	PC	D	84
401	TIS	2022	F	1998	173	40	45	Marron	Chatain	8.5	9.5	8.20	6.5	Egyptien	0	Chien	1	10.6	Moyenne	10	IOS	2	2	PC	D	69
402	TIS	2022	F	1999	172	40	55	Marron	Chatain	8	8.5	7.50	6.5	Grec	0	Chien	2	17.2	Moyenne	16	Android	3	3	PC	D	39
403	TIS	2022	H	1999	179	42	5	Marron	Chatain	9	11	8.00	NA	Egyptien	NA	Chat	1	17.5	Moyenne	35	Android	3	3	PC	D	84
404	TIS	2022	F	1998	172	41	40	Marron	Roux	8.5	9	8.50	6	Egyptien	0	Aucun	0	13	Moyenne	15	IOS	3	2	PC	D	84
405	TIS	2022	F	1999	165	41	63	Marron	Chatain	7	8	7.00	6	Grec	110	Chat	4	11.5	Moyenne	8	Android	4	1	PC	D	4
406	TIS	2022	F	1998	170	39	20	Marron	Chatain	7.5	8.2	7.00	6	Egyptien	0	Chat	2	13.5	Faible	20	Android	3	0	PC	D	52
407	TIS	2022	F	1999	162	37	30	Marron	Chatain	7.5	8.7	7.00	5.5	Grec	0	Chat	1	14	Moyenne	4	Android	3	1	PC	D	95
408	TIS	2022	F	1998	176	40	60	Marron	Roux	8	9	7.00	6	Egyptien	0	Chat	0	17.4	Faible	6	Android	3	1	PC	D	72
409	TIS	2022	F	1998	168	39	30	Vert	Chatain	7.5	8	7.50	6	Egyptien	0	Chat	1	13.5	Moyenne	12	IOS	3	0	C	D	75
410	TIS	2022	F	1999	169	41	27	Marron	Chatain	7	9	7.50	6	Egyptien	0	Aucun	0	12.1	Moyenne	0	Android	3	8	C	D	72
411	TIS	2022	F	1997	158	39	65	Marron	Noir	8	8	7.00	6	Egyptien	32	Chien	3	7.2	Moyenne	25	IOS	2	2	PC	D	2A
412	TIS	2022	F	1998	178	40	60	Bleu	Chatain	7	9	NA	NA	Grec	0	Autre	6	16	Faible	20	IOS	3	3	PC	D	26
413	TIS	2022	H	1999	180	43	5	Bleu	Chatain	8	9	8.00	7	Egyptien	30	Autre	0	13	Forte	20	Android	3	1	NA	D	32
414	TIS	2022	F	1999	177	42	10	Marron	Noir	7.5	9	7.50	NA	NA	0	Chien	0	12.2	NA	0	Android	2	0	PC	D	NA
415	TIS	2020	F	1998	159	38	7	Marron	Chatain	NA	NA	NA	NA	NA	0	Autre	1	NA	NA	2	Android	3	0	PC	NA	NA
416	TIS	2022	H	1998	170	43	2	Bleu	Blond	8	8.5	8.00	6.5	Egyptien	15	Chien	1	5	Moyenne	20	IOS	2	1	PC	D	93
417	TIS	2022	H	1999	183	44	2	Marron	Noir	8	9	8.00	NA	Grec	20	Aucun	0	8	Moyenne	0	IOS	2	5	PC	D	NA
418	TIS	2022	F	1999	159	36	40	Vert	Chatain	7	7.5	6.00	7	Grec	NA	Chat	1	13.5	Moyenne	3	Android	4	8	C	D	75
419	PRI	2022	H	1995	168	40	5	Marron	Chatain	8	9	7.50	7	Egyptien	30	Chat	1	7.5	Forte	5	Android	1	3	PC	D	93
420	TIS	2022	F	1997	163	38	46	Marron	Chatain	8.5	9.9	8.90	6.4	Grec	35	Chien	1	9.25	Moyenne	1	Android	6	1	C	D	27
421	PRI	2022	H	1999	174	42	6	Marron	Blond	9	9.6	6.50	7.5	Egyptien	10	Chat	0	18.8	Moyenne	20	Android	3	2	PC	G	34
422	PRI	2022	F	1997	155	37	25	Noir	Noir	7	7.5	7.00	7	Egyptien	0	Chat	1	15.5	Moyenne	2	IOS	2	1	PC	NA	NA
423	PRI	2022	H	1998	196	46	8	Marron	Chatain	9.5	10.2	9.10	7	Egyptien	12	Chat	1	10.5	Moyenne	8	IOS	3	3	C	D	NA
424	TIS	2022	F	1999	169	38	20	Marron	Chatain	6.5	7	6.50	6	Egyptien	0	Aucun	0	9.75	Faible	10	Android	4	1	PC	D	78
425	TIS	2022	F	1999	165	38	32	Bleu	Blond	7.5	8	7.00	5.5	Egyptien	0	Chat	1	15	Moyenne	16	Android	2	1	PC	D	NA
426	PRI	2022	H	1999	165	40	3	Bleu	Chatain	8.5	9.7	9.00	6.5	Egyptien	0	Chat	1	11	Moyenne	20	Android	2	4	PC	D	84
427	PRI	2022	F	1998	170	39	30	Marron	Chatain	8	9	8.00	7	NA	0	Autre	0	13	Moyenne	15	IOS	2	1	PC	D	84
428	PRI	2022	F	1999	165	38	20	Marron	Noir	8	7.5	7.00	6	Egyptien	0	Autre	0	7.2	Moyenne	6	IOS	3	1	PC	NA	NA
429	PRI	2022	F	1999	164	39	40	Marron	Chatain	8.5	8.3	7.00	5	Egyptien	0	Chat	0	9.5	Moyenne	0	IOS	3	1	PC	D	38
430	TIS	2023	F	1999	171	37	45	Vert	Blond	7.5	8	6.50	7	Egyptien	0	Chien	1	NA	Moyenne	0	Android	2	2	PC	D	53
431	TIS	2022	F	2000	173	39	38	Marron	Noir	8.5	9.5	8.00	7	Egyptien	0	Chat	1	6	Moyenne	14	Android	1	2	PC	D	NA
432	TIS	2022	F	2000	170	39	29	Marron	Noir	8	9	8.50	6	Egyptien	0	Chat	0	12.33	Moyenne	16	Android	2	4	PC	D	84
433	PRI	2022	H	1999	181	43	5	Marron	Chatain	8	9	8.50	NA	Egyptien	10	Chat	2	14.5	Moyenne	0	Android	1	2	PC	D	62
434	PRI	2022	H	1997	176	42	5	Bleu	Blond	7.7	8.5	7.50	NA	Egyptien	20	Chien	0	4.5	Faible	24	Android	1	1	PC	D	7
435	TIS	2022	F	1999	160	37	20	Marron	Chatain	7	8	7.00	6.5	Egyptien	0	Aucun	0	18.8	Faible	2	Android	2	1	PC	D	NA
436	TIS	2023	F	1996	158	37	25	Noir	Chatain	7.5	8.4	7.30	6.8	Egyptien	0	Aucun	0	14	Moyenne	1	Android	4	2	PC	D	76
